"CODE","SPANISH","ENGLISH"
"R03BC","Agentes antialérgicos, excluidos corticosteroides","Antiallergic agents, excl. corticosteroids"
"R03BC01","ácido cromoglícico","cromoglicic acid"
"R03BC03","nedocromilo","nedocromil"
"R03BX","Otros agentes contra padecimientos obstructivos de las vías respiratorias, inhalatorios","Other drugs for obstructive airway diseases, inhalants"
"R03BX01","fenspirida","fenspiride"
"R03C","ADRENÉRGICOS PARA USO SISTÉMICO","ADRENERGICS FOR SYSTEMIC USE"
"R03CA","Agonistas de receptores adrenérgicos alfa y beta","Alpha- and beta-adrenoreceptor agonists"
"R03CA02","efedrina","ephedrine"
"R03CB","Agonistas de receptores beta-adrenérgicos no selectivos","Non-selective beta-adrenoreceptor agonists"
"R03CB01","isoprenalina","isoprenaline"
"R03CB02","metoxifenamina","methoxyphenamine"
"R03CB03","orciprenalina","orciprenaline"
"R03CB51","isoprenalina, combinaciones","isoprenaline, combinations"
"R03CB53","orciprenalina, combinaciones","orciprenaline, combinations"
"R03CC","Agonistas selectivos de receptores beta-2 adrenérgicos","Selective beta-2-adrenoreceptor agonists"
"R03CC02","salbutamol","salbutamol"
"R03CC03","terbutalina","terbutaline"
"R03CC04","fenoterol","fenoterol"
"R03CC05","hexoprenalina","hexoprenaline"
"R03CC06","isoetarina","isoetarine"
"R03CC07","pirbuterol","pirbuterol"
"R03CC08","procaterol","procaterol"
"R03CC09","tretoquinol","tretoquinol"
"R03CC10","carbuterol","carbuterol"
"R03CC11","tulobuterol","tulobuterol"
"R03CC12","bambuterol","bambuterol"
"R03CC13","clenbuterol","clenbuterol"
"R03CC14","reproterol","reproterol"
"R03CC53","terbutalina, combinaciones","terbutaline, combinations"
"R03CK","Adrenérgicos y otros agentes contra padecimientos obstructivos de las vías respiratorias","Adrenergics and other drugs for obstructive airway diseases"
"R03D","OTROS AGENTES CONTRA PADECIMIENTOS OBSTRUCTIVOS DE LAS VÍAS RESPIRATORIAS, INHALATORIOS PARA USO SISTÉMICO","OTHER SYSTEMIC DRUGS FOR OBSTRUCTIVE AIRWAY DISEASES"
"R03DA","Xantinas","Xanthines"
"R03DA01","diprofilina","diprophylline"
"R03DA02","teofilinato de colina","choline theophyllinate"
"R03DA03","proxifilina","proxyphylline"
"R03DA04","teofilina","theophylline"
"R03DA05","aminofilina","aminophylline"
"R03DA06","etamifilina","etamiphylline"
"R03DA07","teobromina","theobromine"
"R03DA08","bamifilina","bamifylline"
"R03DA09","acefilina piperazína","acefylline piperazine"
"R03DA10","bufilina","bufylline"
"R03DA11","doxofilina","doxofylline"
"R03DA20","xantinas, combinaciones de","combinations of xanthines"
"R03DA51","diprofilina, combinaciones","diprophylline, combinations"
"R03DA54","teofilina, combinaciones, excluidos psicolépticos","theophylline, combinations excl. psycholeptics"
"R03DA55","aminofilina, combinaciones","aminophylline, combinations"
"R03DA57","teobromina, combinaciones","theobromine, combinations"
"R03DA74","teofilina, combinaciones con psicolépticos","theophylline, combinations with psycholeptics"
"R03DB","Xantinas y adrenérgicos","Xanthines and adrenergics"
"R03DB01","diprofilina y adrenérgicos","diprophylline and adrenergics"
"R03DB02","teofilinato de colina y adrenérgicos","choline theophyllinate and adrenergics"
"R03DB03","proxifilina y adrenérgicos","proxyphylline and adrenergics"
"R03DB04","teofilina y adrenérgicos","theophylline and adrenergics"
"R03DB05","aminofilina y adrenérgicos","aminophylline and adrenergics"
"R03DB06","etamifilina y adrenérgicos","etamiphylline and adrenergics"
"R03DC","Antagonistas del receptor de leucotrienos","Leukotriene receptor antagonists"
"R03DC01","zafirlukast","zafirlukast"
"R03DC02","pranlukast","pranlukast"
"R03DC03","montelukast","montelukast"
"R03DC04","ibudilast","ibudilast"
"R03DX","Otros agentes contra padecimientos obstructivos de las vías respiratorias, inhalatorios para uso sistémico","Other systemic drugs for obstructive airway diseases"
"R03DX01","amlexanoxo","amlexanox"
"R03DX02","eprozinol","eprozinol"
"R03DX03","fenspirida","fenspiride"
"R03DX05","omalizumab","omalizumab"
"R03DX06","seratrodast","seratrodast"
"R03DX07","roflumilast","roflumilast"
"R05","PREPARADOS PARA LA TOS Y EL RESFRÍO","COUGH AND COLD PREPARATIONS"
"R05C","EXPECTORANTES, EXCLUIDOS COMBINACIONES CON SUPRESORES DE LA TOS","EXPECTORANTS, EXCL. COMBINATIONS WITH COUGH SUPPRESSANTS"
"R05CA","Expectorantes","Expectorants"
"R05CA01","tiloxapol","tyloxapol"
"R05CA02","ioduro de potasio","potassium iodide"
"R05CA03","guaifenesina","guaifenesin"
"R05CA04","ipecacuana","ipecacuanha"
"R05CA05","altea, raíces de","althea root"
"R05CA06","polígala","senega"
"R05CA07","antimonio, pentasulfito de","antimony pentasulfide"
"R05CA08","creosota","creosote"
"R05CA09","guayacolsulfonato","guaiacolsulfonate"
"R05CA10","combinaciones","combinations"
"R05CA11","levoverbenona","levoverbenone"
"R05CA12","Hederae helicis folium","Hederae helicis folium"
"R05CA13","cineol","cineole"
"R05CB","Mucolíticos","Mucolytics"
"R05CB01","acetilcisteína","acetylcysteine"
"R05CB02","bromhexina","bromhexine"
"R05CB03","carbocisteína","carbocisteine"
"R05CB04","eprazinona","eprazinone"
"R05CB05","mesna","mesna"
"R05CB06","ambroxol","ambroxol"
"R05CB07","sobrerol","sobrerol"
"R05CB08","domiodol","domiodol"
"R05CB09","letosteína","letosteine"
"R05CB10","combinaciones","combinations"
"R05CB11","estepronina","stepronin"
"R05CB12","tiopronina","tiopronin"
"R05CB13","dornasa alfa (desoxirribonucleasa)","dornase alfa (desoxyribonuclease)"
"R05CB14","neltenexina","neltenexine"
"R05CB15","erdosteína","erdosteine"
"R05CB16","manitol","mannitol"
"R05D","SUPRESORES DE LA TOS, EXCLUIDOS COMBINACIONES CON EXPECTORANTES","COUGH SUPPRESSANTS, EXCL. COMBINATIONS WITH EXPECTORANTS"
"R05DA","Alcaloides del opio y derivados","Opium alkaloids and derivatives"
"R05DA01","etilmorfina","ethylmorphine"
"R05DA03","hidrocodona","hydrocodone"
"R05DA04","codeína","codeine"
"R05DA05","opio, alcaloides del, con morfina","opium alkaloids with morphine"
"R05DA06","normetadona","normethadone"
"R05DA07","noscapina","noscapine"
"R05DA08","folcodina","pholcodine"
"R05DA09","dextrometorfano","dextromethorphan"
"R05DA10","tebacón","thebacon"
"R05DA11","dimemorfano","dimemorfan"
"R05DA12","acetildihidrocodeína","acetyldihydrocodeine"
"R05DA20","combinaciones","combinations"
"R05DB","Otros supresores de la tos","Other cough suppressants"
"R05DB01","benzonatato","benzonatate"
"R05DB02","benproperina","benproperine"
"R05DB03","clobutinol","clobutinol"
"R05DB04","isoaminilo","isoaminile"
"R05DB05","pentoxiverina","pentoxyverine"
"R05DB07","oxolamina","oxolamine"
"R05DB09","oxeladina","oxeladin"
"R05DB10","clofedanol","clofedanol"
"R05DB11","pipazetato","pipazetate"
"R05DB12","bibenzonio, bromuro de","bibenzonium bromide"
"R05DB13","butamirato","butamirate"
"R05DB14","fedrilato","fedrilate"
"R05DB15","zipeprol","zipeprol"
"R05DB16","dibunato","dibunate"
"R05DB17","droxipropina","droxypropine"
"R05DB18","prenoxdiazina","prenoxdiazine"
"R05DB19","dropropizina","dropropizine"
"R05DB20","combinaciones","combinations"
"R05DB21","cloperastina","cloperastine"
"R05DB22","meprotixol","meprotixol"
"R05DB23","piperidiona","piperidione"
"R05DB24","tipepidina","tipepidine"
"R05DB25","morclofona","morclofone"
"R05DB26","nepinalona","nepinalone"
"R05DB27","levodropropizina","levodropropizine"
"R05DB28","dimetoxanato","dimethoxanate"
"R05F","COMBINACIONES DE SUPRESORES DE LA TOS Y EXPECTORANTES","COUGH SUPPRESSANTS AND EXPECTORANTS, COMBINATIONS"
"R05FA","Derivados del opio y expectorantes","Opium derivatives and expectorants"
"R05FA01","derivados del opio y mucolíticos","opium derivatives and mucolytics"
"R05FA02","derivados del opio y expectorantes","opium derivatives and expectorants"
"R05FB","Otros supresores de la tos y expectorantes","Other cough suppressants and expectorants"
"R05FB01","supresores de la tos y mucolíticos","cough suppressants and mucolytics"
"R05FB02","supresores de la tos y expectorantes","cough suppressants and expectorants"
"R05X","OTROS PREPARADOS PARA EL RESFRÍO","OTHER COLD PREPARATIONS"
"R06","ANTIHISTAMÍNICOS PARA USO SISTÉMICO","ANTIHISTAMINES FOR SYSTEMIC USE"
"R06A","ANTIHISTAMÍNICOS PARA USO SISTÉMICO","ANTIHISTAMINES FOR SYSTEMIC USE"
"R06AA","Aminoalquil éteres","Aminoalkyl ethers"
"R06AA01","bromazina","bromazine"
"R06AA02","difenhidramina","diphenhydramine"
"R06AA04","clemastina","clemastine"
"R06AA06","clorfenoxamina","chlorphenoxamine"
"R06AA07","difenilpiralina","diphenylpyraline"
"R06AA08","carbinoxamina","carbinoxamine"
"R06AA09","doxilamina","doxylamine"
"R06AA52","difenhidramina, combinaciones","diphenhydramine, combinations"
"R06AA54","clemastina, combinaciones","clemastine, combinations"
"R06AA56","clorfenoxamina, combinaciones","chlorphenoxamine, combinations"
"R06AA57","difenilpiralina, combinaciones","diphenylpyraline, combinations"
"R06AA59","doxilamina, combinaciones","doxylamine, combinations"
"R06AB","Alquilaminas substituidas","Substituted alkylamines"
"R06AB01","bromfeniramina","brompheniramine"
"R06AB02","dexclorfeniramina","dexchlorpheniramine"
"R06AB03","dimetindeno","dimetindene"
"R06AB04","clorfenamina","chlorphenamine"
"R06AB05","feniramina","pheniramine"
"R06AB06","dexbromfeniramina","dexbrompheniramine"
"R06AB07","talastina","talastine"
"R06AB51","bromfeniramina, combinaciones","brompheniramine, combinations"
"R06AB52","dexclorfeniramina, combinaciones","dexchlorpheniramine, combinations"
"R06AB54","clorfeniramina, combinaciones","chlorphenamine, combinations"
"R06AB56","dexbromfeniramina, combinaciones","dexbrompheniramine, combinations"
"R06AC","Etilendiaminas substituidas","Substituted ethylene diamines"
"R06AC01","mepiramina","mepyramine"
"R06AC02","histapirrodina","histapyrrodine"
"R06AC03","clorpiramina","chloropyramine"
"R06AC04","tripelenamina","tripelennamine"
"R06AC05","metapirileno","methapyrilene"
"R06AC06","tonzilamina","thonzylamine"
"R06AC52","histapirrodina, combinaciones","histapyrrodine, combinations"
"R06AC53","clorpiramina, combinaciones","chloropyramine, combinations"
"R06AD","Derivados de la fenotiazina","Phenothiazine derivatives"
"R06AD01","alimemazina","alimemazine"
"R06AD02","prometazina","promethazine"
"R06AD03","tietilperazina","thiethylperazine"
"R06AD04","metdilazina","methdilazine"
"R06AD05","hidroxietilprometazina","hydroxyethylpromethazine"
"R06AD06","tiazinamio","thiazinam"
"R06AD07","mequitazina","mequitazine"
"R06AD08","oxomemazina","oxomemazine"
"R06AD09","isotipendilo","isothipendyl"
"R06AD52","prometazina, combinaciones","promethazine, combinations"
"R06AD55","hidroxietilprometazina, combinaciones","hydroxyethylpromethazine, combinations"
"R06AE","Derivados de la piperazina","Piperazine derivatives"
"R06AE01","buclizina","buclizine"
"R06AE03","ciclizina","cyclizine"
"R06AE04","clorciclizina","chlorcyclizine"
"R06AE05","meclozina","meclozine"
"R06AE06","oxatomida","oxatomide"
"R06AE07","cetirizina","cetirizine"
"R06AE09","levocetirizina","levocetirizine"
"R06AE51","buclizina, combinaciones","buclizine, combinations"
"R06AE53","ciclizina, combinaciones","cyclizine, combinations"
"R06AE55","meclozina, combinaciones","meclozine, combinations"
"R06AK","Combinaciones de antihistamínicos","Combinations of antihistamines"
"R06AX","Otros antihistamínicos para uso sistémico","Other antihistamines for systemic use"
"R06AX01","bamipina","bamipine"
"R06AX02","ciproheptadina","cyproheptadine"
"R06AX03","tenalidina","thenalidine"
"R06AX04","fenindamina","phenindamine"
"R06AX05","antazolina","antazoline"
"R06AX07","triprolidina","triprolidine"
"R06AX08","pirrobutamina","pyrrobutamine"
"R06AX09","azatadina","azatadine"
"R06AX11","astemizol","astemizole"
"R06AX12","terfenadina","terfenadine"
"R06AX13","loratadina","loratadine"
"R06AX15","mebhidrolina","mebhydrolin"
"R06AX16","deptropina","deptropine"
"R06AX17","ketotifeno","ketotifen"
"R06AX18","acrivastina","acrivastine"
"R06AX19","azelastina","azelastine"
"R06AX21","tritocualina","tritoqualine"
"R06AX22","ebastina","ebastine"
"R06AX23","pimetixeno","pimethixene"
"R06AX24","epinastina","epinastine"
"R06AX25","mizolastina","mizolastine"
"R06AX26","fexofenadina","fexofenadine"
"R06AX27","desloratadina","desloratadine"
"R06AX28","rupatadina","rupatadine"
"R06AX29","bilastina","bilastine"
"R06AX31","quifenadina","quifenadine"
"R06AX32","sequifenadina","sequifenadine"
"R06AX53","tenalidina, combinaciones","thenalidine, combinations"
"R06AX58","pirrobutamina, combinaciones","pyrrobutamine, combinations"
"R07","OTROS FÁRMACOS PARA EL SISTEMA RESPIRATORIO","OTHER RESPIRATORY SYSTEM PRODUCTS"
"R07A","OTROS FÁRMACOS PARA EL SISTEMA RESPIRATORIO","OTHER RESPIRATORY SYSTEM PRODUCTS"
"R07AA","Surfactantes pulmonares","Lung surfactants"
"R07AA01","colfoscerilo, palmitato de","colfosceril palmitate"
"R07AA02","fosfolípidos naturales","natural phospholipids"
"R07AA30","combinaciones","combinations"
"R07AB","Estimulantes respiratorios","Respiratory stimulants"
"R07AB01","doxapram","doxapram"
"R07AB02","niketamida","nikethamide"
"R07AB03","pentetrazol","pentetrazol"
"R07AB04","etamiván","etamivan"
"R07AB05","bemegrida","bemegride"
"R07AB06","pretcamida","prethcamide"
"R07AB07","almitrina","almitrine"
"R07AB08","dimeflina","dimefline"
"R07AB09","mepixanox","mepixanox"
"R07AB52","niketamida, combinaciones","nikethamide, combinations"
"R07AB53","pentetrazol, combinaciones","pentetrazol, combinations"
"R07AX","Otros fármacos para el sistema respiratorios","Other respiratory system products"
"R07AX01","óxido nítrico","nitric oxide"
"R07AX02","ivacaftor","ivacaftor"
"S","ÓRGANOS DE LOS SENTIDOS","SENSORY ORGANS"
"S01","OFTALMOLÓGICOS","OPHTHALMOLOGICALS"
"S01A","ANTIINFECCIOSOS","ANTIINFECTIVES"
"S01AA","Antibióticos","Antibiotics"
"S01AA01","cloranfenicol","chloramphenicol"
"S01AA02","clortetraciclina","chlortetracycline"
"S01AA03","neomicina","neomycin"
"S01AA04","oxitetraciclina","oxytetracycline"
"S01AA05","tirotricina","tyrothricin"
"S01AA07","framicetina","framycetin"
"S01AA09","tetraciclina","tetracycline"
"S01AA10","natamicina","natamycin"
"S01AA11","gentamicina","gentamicin"
"S01AA12","tobramicina","tobramycin"
"S01AA13","ácido fusídico","fusidic acid"
"S01AA14","bencilpenicilina","benzylpenicillin"
"S01AA15","dihidroestreptomicina","dihydrostreptomycin"
"S01AA16","rifamicina","rifamycin"
"S01AA17","eritromicina","erythromycin"
"S01AA18","polimixina B","polymyxin B"
"S01AA19","ampicilina","ampicillin"
"S01AA20","antibióticos en combinación con otras drogas","antibiotics in combination with other drugs"
"S01AA21","amikacina","amikacin"
"S01AA22","micronomicina","micronomicin"
"S01AA23","netilmicina","netilmicin"
"S01AA24","kanamicina","kanamycin"
"S01AA25","azidamfenicol","azidamfenicol"
"S01AA26","azitromicina","azithromycin"
"S01AA27","cefuroxima","cefuroxime"
"S01AA30","combinaciones de diferentes antibióticos","combinations of different antibiotics"
"S01AB","Sulfonamidas","Sulfonamides"
"S01AB01","sulfametizol","sulfamethizole"
"S01AB02","sulfafurazol","sulfafurazole"
"S01AB03","sulfadicramida","sulfadicramide"
"S01AB04","sulfacetamida","sulfacetamide"
"S01AB05","sulfafenazol","sulfafenazol"
"S01AD","Antivirales","Antivirals"
"S01AD01","idoxuridina","idoxuridine"
"S01AD02","trifluridina","trifluridine"
"S01AD03","aciclovir","aciclovir"
"S01AD05","interferón","interferon"
"S01AD06","vidarabina","vidarabine"
"S01AD07","famciclovir","famciclovir"
"S01AD08","fomivirseno","fomivirsen"
"S01AD09","ganciclovir","ganciclovir"
"S01AE","Fluoroquinolonas","Fluoroquinolones"
"S01AE01","ofloxacino","ofloxacin"
"S01AE02","norfloxacino","norfloxacin"
"S01AE03","ciprofloxacino","ciprofloxacin"
"S01AE04","lomefloxacino","lomefloxacin"
"S01AE05","levofloxacino","levofloxacin"
"S01AE06","gatifloxacino","gatifloxacin"
"S01AE07","moxifloxacino","moxifloxacin"
"S01AE08","besifloxacino","besifloxacin"
"S01AX","Otros antiinfecciosos","Other antiinfectives"
"S01AX01","mercurio, compuestos del","mercury compounds"
"S01AX02","plata, compuestos de","silver compounds"
"S01AX03","zinc, compuestos de","zinc compounds"
"S01AX04","nitrofural","nitrofural"
"S01AX05","bibrocatol","bibrocathol"
"S01AX06","resorcinol","resorcinol"
"S01AX07","borato de sodio","sodium borate"
"S01AX08","hexamidina","hexamidine"
"S01AX09","clorhexidina","chlorhexidine"
"S01AX10","propionato de sodio","sodium propionate"
"S01AX14","dibrompropamidina","dibrompropamidine"
"S01AX15","propamidina","propamidine"
"S01AX16","picloxidina","picloxydine"
"S01AX18","iodo povidona","povidone-iodine"
"S01B","AGENTES ANTIINFLAMATORIOS","ANTIINFLAMMATORY AGENTS"
"S01BA","Corticosteroides, monoterapia","Corticosteroids, plain"
"S01BA01","dexametasona","dexamethasone"
"S01BA02","hidrocortisona","hydrocortisone"
"S01BA03","cortisona","cortisone"
"S01BA04","prednisolona","prednisolone"
"S01BA05","triamcinolona","triamcinolone"
"S01BA06","betametasona","betamethasone"
"S01BA07","fluorometolona","fluorometholone"
"S01BA08","medrisona","medrysone"
"S01BA09","clobetasona","clobetasone"
"S01BA10","alclometasona","alclometasone"
"S01BA11","desonida","desonide"
"S01BA12","formocortal","formocortal"
"S01BA13","rimexolona","rimexolone"
"S01BA14","loteprednol","loteprednol"
"S01BA15","acetónido de fluocinolona","fluocinolone acetonide"
"S01BB","Corticosteroides y midriáticos en combinación","Corticosteroids and mydriatics in combination"
"S01BB01","hidrocortisona y midriáticos","hydrocortisone and mydriatics"
"S01BB02","prednisolona y midriáticos","prednisolone and mydriatics"
"S01BB03","fluorometolona y midriáticos","fluorometholone and mydriatics"
"S01BB04","betametasona y midriáticos","betamethasone and mydriatics"
